City,State,Latitude,Longitude,Pop
Bingen,Germany,49.966667,7.9,24844
Ludwigsfelde,Germany,52.3,13.266667,24823
Dillenburg,Germany,50.733333,8.283333,24772
Norden,Germany,53.6,7.2,24686
Korbach,Germany,51.283333,8.866667,24657
Aschersleben,Germany,51.75,11.466667,24569
Verl,Germany,51.883333,8.516667,24532
Olching,Germany,48.2,11.333333,24526
Weiterstadt,Germany,49.907778,8.595278,24499
Walsrode,Germany,52.866667,9.6,24439
Warburg,Germany,51.5,9.166667,24399
Freudenstadt,Germany,48.433333,8.416667,24384
Apolda,Germany,51.016667,11.5,24380
Salzkotten,Germany,51.666667,8.6,24369
Sonneberg,Germany,50.35,11.166667,24351
Werdau,Germany,50.733333,12.383333,24299
Radevormwald,Germany,51.2,7.35,24298
Obertshausen,Germany,50.083333,8.85,24280
Wallenhorst,Germany,52.35,8.016667,24279
Achern,Germany,48.633333,8.066667,24272
Ditzingen,Germany,48.833333,9.066667,24255
Calw,Germany,48.716667,8.733333,24220
Lüdinghausen,Germany,51.766667,7.466667,24218
Lindau,Germany,47.55,9.683333,24161
Salzwedel,Germany,52.85,11.15,24144
Syke,Germany,52.9,8.833333,24084
Schleswig,Germany,54.516667,9.55,24061
Bad Oldesloe,Germany,53.816667,10.383333,23982
Greiz,Germany,50.65,12.2,23931
Weingarten,Germany,47.8,9.633333,23928
Harsewinkel,Germany,51.966667,8.233333,23910
Ronnenberg,Germany,52.316667,9.65,23604
Wipperfürth,Germany,51.116667,7.4,23507
Fröndenberg,Germany,51.466667,7.766667,23499
Nagold,Germany,48.55,8.716667,23486
Stadthagen,Germany,52.316667,9.2,23474
Idstein,Germany,50.233333,8.266667,23432
Geretsried,Germany,47.866667,11.466667,23377
Sangerhausen,Germany,51.466667,11.3,23301
Schwetzingen,Germany,49.378056,8.581944,23270
Herzogenaurach,Germany,49.55,10.883333,23229
Markkleeberg,Germany,51.283333,12.4,23220
Eckernförde,Germany,54.466667,9.833333,23184
Öhringen,Germany,49.201667,9.503889,23068
Quedlinburg,Germany,51.783333,11.15,23057
Haren,Germany,52.783333,7.233333,23038
Blieskastel,Germany,49.233333,7.25,22938
Annaberg-Buchholz,Germany,50.566667,13,22849
Duderstadt,Germany,51.516667,10.266667,22842
Starnberg,Germany,48,11.35,22827
Lindlar,Germany,51.016667,7.383333,22752
Büren,Germany,51.55,8.566667,22703
Hohen Neuendorf,Germany,52.666667,13.283333,22687
Bad Harzburg,Germany,51.883333,10.566667,22670
Rees,Germany,51.766667,6.4,22654
Waldshut-Tiengen,Germany,47.616667,8.216667,22648
Leutkirch,Germany,47.825,10.016667,22645
Lengerich,Germany,52.183333,7.866667,22642
Reichenbach,Germany,50.616667,12.3,22569
Wülfrath,Germany,51.283333,7.05,22549
Forst,Germany,51.733333,14.633333,22521
Crimmitschau,Germany,50.816667,12.383333,22410
Sehnde,Germany,52.316667,9.95,22400
Marsberg,Germany,51.45,8.85,22361
Jüchen,Germany,51.1,6.5,22333
Neustrelitz,Germany,53.366667,13.083333,22312
Vreden,Germany,52.033333,6.833333,22250
Westerstede,Germany,53.25,7.933333,22209
Senden,Germany,48.316667,10.066667,22199
Büdingen,Germany,50.3,9.116667,22157
Rotenburg,Germany,53.116667,9.4,22108
Soltau,Germany,52.983333,9.833333,22108
Bad Mergentheim,Germany,49.4925,9.773611,22072
Metzingen,Germany,48.533333,9.266667,22034
Alfter,Germany,50.733333,7.016667,22028
Seesen,Germany,51.9,10.183333,21976
Coswig,Germany,51.133333,13.583333,21965
Sondershausen,Germany,51.366667,10.866667,21954
Meinerzhagen,Germany,51.116667,7.65,21907
Elsdorf,Germany,50.933333,6.566667,21901
Stadtallendorf,Germany,50.833333,9.016667,21789
Bad Pyrmont,Germany,51.983333,9.25,21741
Karben,Germany,50.233333,8.75,21718
Kitzingen,Germany,49.733333,10.166667,21705
Donaueschingen,Germany,47.95,8.5,21699
Lebach,Germany,49.4,6.916667,21665
Weilheim,Germany,47.833333,11.15,21635
Überlingen,Germany,47.766667,9.166667,21613
Guben,Germany,51.95,14.716667,21602
Lichtenfels,Germany,50.15,11.066667,21586
Meiningen,Germany,50.55,10.416667,21570
Eschwege,Germany,51.183333,10.066667,21546
Traunreut,Germany,47.966667,12.6,21535
Bad Kissingen,Germany,50.2,10.083333,21527
Sonthofen,Germany,47.516667,10.283333,21512
Waren,Germany,53.516667,12.683333,21504
Wilnsdorf,Germany,50.816667,8.1,21498
Eppingen,Germany,49.136944,8.910278,21457
Dillingen,Germany,49.35,6.733333,21451
Bad Soden,Germany,50.133333,8.5,21418
Gelnhausen,Germany,50.2,9.183333,21417
Wittmund,Germany,53.566667,7.783333,21417
Herborn,Germany,50.683333,8.316667,21404
Löbau,Germany,51.1,14.666667,21398
Lübbenau,Germany,51.866667,13.966667,21356
Döbeln,Germany,51.116667,13.116667,21318
Xanten,Germany,51.666667,6.45,21294
Alfeld,Germany,51.983333,9.833333,21258
Schortens,Germany,53.533333,7.95,21251
Versmold,Germany,52.05,8.15,21227
Luckenwalde,Germany,52.083333,13.166667,21217
Püttlingen,Germany,49.283333,6.883333,21142
Bückeburg,Germany,52.266667,9.05,21077
Holzminden,Germany,51.816667,9.45,21028
Neu Wulmstorf,Germany,53.466667,9.8,20988
Vaterstetten,Germany,48.116667,11.783333,20962
Aichach,Germany,48.466667,11.133333,20935
Prenzlau,Germany,53.316667,13.866667,20922
Halle,Germany,52.066667,8.366667,20921
Engelskirchen,Germany,50.983333,7.4,20883
Sömmerda,Germany,51.15,11.1,20872
Bad Rappenau,Germany,49.240556,9.1025,20868
Bergneustadt,Germany,51.033333,7.65,20865
Bad Berleburg,Germany,51.05,8.4,20830
Bruchköbel,Germany,50.183333,8.916667,20820
Hockenheim,Germany,49.322778,8.545833,20814
Geseke,Germany,51.65,8.516667,20790
Husum,Germany,54.466667,9.05,20753
Unterhaching,Germany,48.05,11.633333,20751
Hiddenhausen,Germany,52.166667,8.616667,20742
Stadtlohn,Germany,51.983333,6.933333,20726
Germersheim,Germany,49.223056,8.363889,20706
Ennigerloh,Germany,51.833333,8.016667,20678
Altena,Germany,51.3,7.666667,20641
Kürten,Germany,51.05,7.266667,20588
Edewecht,Germany,53.133333,7.983333,20519
Sulzbach-Rosenberg,Germany,49.498333,11.751667,20511
Werdohl,Germany,51.266667,7.766667,20481
Uetze,Germany,52.466667,10.2,20477
Eschborn,Germany,50.133333,8.55,20438
Enger,Germany,52.133333,8.566667,20417
Rastede,Germany,53.25,8.2,20358
Eislingen,Germany,48.7,9.7,20343
Gersthofen,Germany,48.416667,10.883333,20322
Wittenberge,Germany,53,11.75,20322
Heide,Germany,54.2,9.1,20309
Quickborn,Germany,53.733333,9.9,20281
Nidderau,Germany,50.25,8.9,20274
Oberkirch,Germany,48.533333,8.083333,20264
Nottuln,Germany,51.933333,7.35,20256
Vlotho,Germany,52.166667,8.85,20219
Giengen,Germany,48.616667,10.25,20211
Mössingen,Germany,48.4,9.066667,20197
Waldkirch,Germany,48.1,7.966667,20193
Friesoythe,Germany,53.016667,7.85,20178
Bad Langensalza,Germany,51.1,10.65,20144
Steinhagen,Germany,52,8.4,20143
Haiger,Germany,50.75,8.216667,20134
Haldensleben,Germany,52.3,11.416667,20131
Heusweiler,Germany,49.35,6.933333,20094
Bad Schwartau,Germany,53.916667,10.7,20052
Zülpich,Germany,50.7,6.65,20010
Wachtberg,Germany,50.633333,7.1,20004
Schwalmstadt,Germany,50.933333,9.216667,20002
Schwanewede,Germany,53.233333,8.6,19985
Hörstel,Germany,52.316667,7.583333,19979
Wenden,Germany,50.966667,7.866667,19977
Flörsheim,Germany,50.016667,8.433333,19936
Oschersleben,Germany,52.033333,11.25,19929
Schopfheim,Germany,47.65,7.816667,19919
Senden,Germany,51.85,7.5,19880
Hessisch Oldendorf,Germany,52.166667,9.25,19871
Eitorf,Germany,50.766667,7.45,19867
Wittstock,Germany,53.15,12.5,19811
Templin,Germany,53.116667,13.5,19764
Bad Waldsee,Germany,47.916667,9.766667,19749
Bad Driburg,Germany,51.733333,9.016667,19743
Telgte,Germany,51.983333,7.783333,19739
Seligenstadt,Germany,50.05,8.983333,19711
Hechingen,Germany,48.35,8.983333,19671
Waldbröl,Germany,50.883333,7.616667,19660
Nördlingen,Germany,48.85,10.5,19646
Teltow,Germany,52.4,13.266667,19624
Burscheid,Germany,51.1,7.116667,19579
Ochtrup,Germany,52.216667,7.183333,19543
Schneverdingen,Germany,53.116667,9.8,19537
Schwalmtal,Germany,51.216667,6.266667,19510
Günzburg,Germany,48.45,10.266667,19507
Gauting,Germany,48.066667,11.366667,19381
Waghäusel,Germany,49.256389,8.507222,19373
Bexbach,Germany,49.333333,7.266667,19372
Mayen,Germany,50.333333,7.216667,19372
Frankenberg,Germany,51.066667,8.8,19366
Schkeuditz,Germany,51.4,12.216667,19337
Weil der Stadt,Germany,48.75,8.866667,19310
Puchheim,Germany,48.15,11.35,19278
Buchen,Germany,49.523889,9.323056,19276
Heusenstamm,Germany,50.066667,8.8,19257
Ottobrunn,Germany,48.066667,11.683333,19254
Nauen,Germany,52.6,12.883333,19203
Gröbenzell,Germany,48.2,11.366667,19181
Bad Münstereifel,Germany,50.55,6.766667,19166
Kaltenkirchen,Germany,53.833333,9.966667,19161
Parchim,Germany,53.433333,11.85,19146
Laupheim,Germany,48.233333,9.883333,19111
Alzenau,Germany,50.083333,9.066667,19083
Dillingen,Germany,48.566667,10.483333,19013
Bremervörde,Germany,53.483333,9.133333,18983
Gerlingen,Germany,48.8,9.066667,18977
Hemmingen,Germany,52.316667,9.75,18956
Bönen,Germany,51.6,7.766667,18950
Lauchhammer,Germany,51.5,13.8,18948
Schifferstadt,Germany,49.387222,8.374722,18933
Torgau,Germany,51.566667,13,18883
Sulzbach,Germany,49.3,7.066667,18802
Schwalbach,Germany,49.3,6.816667,18801
Wadgassen,Germany,49.266667,6.783333,18787
Rhede,Germany,51.833333,6.7,18774
Bad Dürkheim,Germany,49.468611,8.166389,18751
Dingolfing,Germany,48.633333,12.5,18733
Finsterwalde,Germany,51.633333,13.716667,18733
Marktoberdorf,Germany,47.783333,10.616667,18701
Bad Münder,Germany,52.2,9.466667,18692
Langen,Germany,53.616667,8.6,18685
Kreuzau,Germany,50.75,6.483333,18670
Schramberg,Germany,48.233333,8.383333,18637
Aue,Germany,50.583333,12.7,18630
Lahnstein,Germany,50.3,7.616667,18572
Sarstedt,Germany,52.233333,9.85,18555
Donauwörth,Germany,48.7,10.8,18550
Radeberg,Germany,51.116667,13.916667,18529
Müllheim,Germany,47.811248,7.6285,18518
Borna,Germany,51.116667,12.5,18504
Kolbermoor,Germany,47.85,12.066667,18488
Neufahrn,Germany,48.316667,11.666667,18487
Finnentrop,Germany,51.166667,7.966667,18466
Vellmar,Germany,51.35,9.466667,18464
Freudenberg,Germany,50.9,7.866667,18440
Pfullingen,Germany,48.45,9.233333,18426
Schwarzenberg,Germany,50.55,12.783333,18406
Eppelborn,Germany,49.4,6.966667,18400
Mölln,Germany,53.633333,10.683333,18396
Burghausen,Germany,48.166667,12.833333,18376
Tettnang,Germany,47.666667,9.6,18365
Marktredwitz,Germany,50.005,12.081111,18359
Korntal-Münchingen,Germany,48.816667,9.116667,18358
Kronach,Germany,50.233333,11.316667,18349
Nidda,Germany,50.416667,9,18335
Illingen,Germany,49.366667,7.05,18312
Kleinmachnow,Germany,52.4,13.25,18306
Kierspe,Germany,51.133333,7.583333,18281
Wildeshausen,Germany,52.9,8.433333,18276
Traunstein,Germany,47.883333,12.65,18275
Angermünde,Germany,53.033333,14,18200
Uetersen,Germany,53.683333,9.666667,18155
Kamenz,Germany,51.266667,14.1,18122
Munster,Germany,52.983333,10.083333,18090
Bad Wildungen,Germany,51.116667,9.116667,18078
Alsfeld,Germany,50.75,9.266667,17968
Schmalkalden,Germany,50.716667,10.45,17963
Karlsfeld,Germany,48.216667,11.466667,17958
Alzey,Germany,49.751667,8.116111,17945
Rüdersdorf,Germany,52.45,13.783333,17943
Mühldorf,Germany,48.25,12.533333,17940
Bad Aibling,Germany,47.866667,12,17926
Taufkirchen,Germany,48.05,11.616667,17922
Wittlich,Germany,49.983333,6.883333,17902
Schenefeld,Germany,53.6,9.816667,17887
Holzwickede,Germany,51.5,7.633333,17867
Lilienthal,Germany,53.133333,8.916667,17851
Reinheim,Germany,49.826944,8.836111,17839
Haar,Germany,48.1,11.733333,17810
Brakel,Germany,51.716667,9.183333,17782
Grimma,Germany,51.233333,12.716667,17780
Renningen,Germany,48.766667,8.933333,17725
Sinzig,Germany,50.55,7.25,17708
Halver,Germany,51.2,7.483333,17660
Kronberg,Germany,50.183333,8.5,17649
Meerane,Germany,50.85,12.466667,17646
Oerlinghausen,Germany,51.966667,8.666667,17555
Wörth,Germany,49.058056,8.248611,17507
Schmelz,Germany,49.433333,6.85,17494
Nümbrecht,Germany,50.9,7.55,17492
Moosburg,Germany,48.466667,11.933333,17394
Cham,Germany,49.225556,12.663611,17393
Bad Tölz,Germany,47.766667,11.566667,17378
Michelstadt,Germany,49.673611,9.0025,17363
Schlüchtern,Germany,50.35,9.516667,17362
Schiffweiler,Germany,49.366667,7.133333,17356
Oberasbach,Germany,49.433333,10.95,17343
Blomberg,Germany,51.933333,9.083333,17295
Eutin,Germany,54.133333,10.616667,17258
Wadern,Germany,49.533333,6.883333,17236
Bendorf,Germany,50.433333,7.566667,17224
Gilching,Germany,48.116667,11.3,17204
Hochheim,Germany,50.016667,8.35,17203
Wolfratshausen,Germany,47.916667,11.416667,17190
Ribnitz-Damgarten,Germany,54.25,12.466667,17176
Selb,Germany,50.166667,12.133333,17172
Eilenburg,Germany,51.466667,12.616667,17120
Heilbad Heiligenstadt,Germany,51.383333,10.133333,17056
Sigmaringen,Germany,48.083333,9.216667,17023
Gescher,Germany,51.95,7.016667,16937
Diepholz,Germany,52.6,8.366667,16874
Eltville,Germany,50.033333,8.116667,16858
Schneeberg,Germany,50.6,12.633333,16833
Bad Reichenhall,Germany,47.733333,12.883333,16823
Frankenberg,Germany,50.916667,13.033333,16819
Stockach,Germany,47.85,9.016667,16800
Vilshofen,Germany,48.633333,13.183333,16800
Hilchenbach,Germany,50.983333,8.1,16784
Loxstedt,Germany,53.466667,8.65,16783
Seeheim-Jugenheim,Germany,49.765,8.651944,16776
Heidenau,Germany,50.983333,13.866667,16719
Neustadt,Germany,54.1,10.816667,16680
Gunzenhausen,Germany,49.1,10.75,16666
Illertissen,Germany,48.216667,10.1,16623
Hille,Germany,52.333333,8.75,16620
Königslutter,Germany,52.25,10.816667,16614
Bad Salzungen,Germany,50.816667,10.233333,16610
Boppard,Germany,50.233333,7.6,16606
Wassenberg,Germany,51.1,6.15,16603
Bobingen,Germany,48.266667,10.833333,16595
Kirchlengern,Germany,52.2,8.633333,16557
Babenhausen,Germany,49.966667,8.957778,16551
Weilerswist,Germany,50.766667,6.833333,16515
Hückeswagen,Germany,51.15,7.35,16499
Mittweida,Germany,50.983333,12.983333,16494
Bad Säckingen,Germany,47.55,7.95,16483
Hünfeld,Germany,50.666667,9.766667,16454
Stockelsdorf,Germany,53.9,10.65,16449
Kirchhain,Germany,50.816667,8.966667,16432
Losheim,Germany,49.516667,6.75,16418
Hohenstein-Ernstthal,Germany,50.8,12.716667,16416
Remagen,Germany,50.566667,7.233333,16360
Künzell,Germany,50.55,9.716667,16356
Hövelhof,Germany,51.816667,8.65,16349
Oschatz,Germany,51.3,13.116667,16348
Leopoldshöhe,Germany,52.016667,8.7,16324
Zehdenick,Germany,52.983333,13.333333,16310
Lohr,Germany,49.993611,9.578333,16297
Ginsheim-Gustavsburg,Germany,49.985833,8.3425,16283
Bad Neustadt,Germany,50.333333,10.216667,16268
Penzberg,Germany,47.75,11.383333,16243
Damme,Germany,52.516667,8.2,16236
Kelheim,Germany,48.916667,11.866667,16227
Brüggen,Germany,51.25,6.183333,16224
Rahden,Germany,52.433333,8.616667,16218
Bassum,Germany,52.85,8.733333,16204
Brake,Germany,53.333333,8.483333,16199
Hofgeismar,Germany,51.483333,9.4,16199
Wendlingen,Germany,48.683333,9.383333,16199
Bruckmühl,Germany,47.883333,11.916667,16178
Schrobenhausen,Germany,48.55,11.266667,16177
Grefrath,Germany,51.3,6.316667,16167
Vechelde,Germany,52.266667,10.383333,16165
Baiersbronn,Germany,48.5,8.383333,16156
Ebersbach,Germany,48.716667,9.533333,16143
Rehlingen-Siersburg,Germany,49.366667,6.683333,16121
Neuenhagen,Germany,52.533333,13.683333,16111
Wendelstein,Germany,49.353611,11.148333,16108
Glinde,Germany,53.55,10.2,16106
Bad Segeberg,Germany,53.933333,10.316667,16097
Erwitte,Germany,51.616667,8.35,16097
Halstenbek,Germany,53.633333,9.85,16074
Zerbst,Germany,51.966667,12.083333,16054
Bad Krozingen,Germany,47.916272,7.700622,16051
Freilassing,Germany,47.85,12.983333,16033
Ratekau,Germany,53.95,10.733333,16031
Wardenburg,Germany,53.066667,8.2,16019
Witzenhausen,Germany,51.333333,9.866667,16001
Uslar,Germany,51.666667,9.65,15982
Simmerath,Germany,50.6,6.3,15981
Beckingen,Germany,49.4,6.7,15959
Olsberg,Germany,51.35,8.5,15923
Blankenburg,Germany,51.783333,10.95,15887
Hettstedt,Germany,51.65,11.5,15876
Bad Essen,Germany,52.316667,8.333333,15858
Hude,Germany,53.116667,8.466667,15858
Weener,Germany,53.166667,7.35,15794
Königstein,Germany,50.183333,8.466667,15767
Niederkrüchten,Germany,51.2,6.216667,15697
Ober-Ramstadt,Germany,49.833611,8.751944,15695
Oyten,Germany,53.05,9.016667,15694
Ottweiler,Germany,49.383333,7.166667,15692
Neu-Anspach,Germany,50.316667,8.5,15609
Marienberg,Germany,50.65,13.166667,15600
Spenge,Germany,52.133333,8.483333,15569
Preetz,Germany,54.233333,10.283333,15540
Odenthal,Germany,51.033333,7.116667,15537
Straelen,Germany,51.45,6.266667,15531
Eberbach,Germany,49.469444,8.992778,15526
Freiberg,Germany,48.933333,9.2,15517
Bitterfeld,Germany,51.616667,12.316667,15486
Riegelsberg,Germany,49.3,6.933333,15476
Holzkirchen,Germany,47.883333,11.7,15459
Dieburg,Germany,49.898889,8.844444,15452
Bad Bentheim,Germany,52.316667,7.166667,15436
Garching,Germany,48.25,11.65,15380
Bürstadt,Germany,49.643611,8.46,15365
Marbach,Germany,48.933333,9.25,15353
Ascheberg,Germany,51.783333,7.616667,15327
Much,Germany,50.916667,7.4,15327
Schwarzenbek,Germany,53.5,10.483333,15310
Pritzwalk,Germany,53.15,12.183333,15286
Bad Laasphe,Germany,50.933333,8.4,15268
Karlstadt,Germany,49.960278,9.772222,15247
Drensteinfurt,Germany,51.8,7.75,15234
Beverungen,Germany,51.666667,9.366667,15230
Eggenstein-Leopoldshafen,Germany,49.095278,8.390556,15222
Langwedel,Germany,52.966667,9.216667,15200
Gehrden,Germany,52.316667,9.6,15139
Lauda-Königshofen,Germany,49.565278,9.704167,15138
Künzelsau,Germany,49.281944,9.688889,15128
Trossingen,Germany,48.066667,8.65,15123
Bad Freienwalde,Germany,52.783333,14.033333,15108
Clausthal-Zellerfeld,Germany,51.8,10.333333,15082
Regenstauf,Germany,49.121667,12.129167,15078
Wurzen,Germany,51.366667,12.733333,15066
Bad Lippspringe,Germany,51.783333,8.816667,15054
Brackenheim,Germany,49.079722,9.065,15031
Lübben,Germany,51.95,13.9,14985
Burbach,Germany,50.75,8.083333,14984
Homberg,Germany,51.033333,9.4,14893
Oberndorf,Germany,48.283333,8.566667,14890
Stadtbergen,Germany,48.366667,10.85,14837
Herzberg,Germany,51.65,10.333333,14832
Pocking,Germany,48.4,13.316667,14816
Wiefelstede,Germany,53.25,8.116667,14816
Bebra,Germany,50.966667,9.8,14798
Fritzlar,Germany,51.133333,9.283333,14798
Markgröningen,Germany,48.9,9.066667,14766
Ismaning,Germany,48.233333,11.633333,14722
Niedernhausen,Germany,50.15,8.316667,14703
Taucha,Germany,51.383333,12.483333,14669
Lauterbach,Germany,50.633333,9.4,14665
Niederzier,Germany,50.883333,6.466667,14648
Eppelheim,Germany,49.4025,8.633056,14647
Spiesen-Elversberg,Germany,49.316667,7.133333,14633
Plochingen,Germany,48.716667,9.416667,14627
Quierschied,Germany,49.316667,7.05,14626
Bergen,Germany,54.416667,13.433333,14621
Winterberg,Germany,51.2,8.533333,14603
Bad Salzdetfurth,Germany,52.05,10,14590
Genthin,Germany,52.4,12.166667,14573
Gernsbach,Germany,48.766667,8.333333,14548
Anklam,Germany,53.866667,13.7,14533
Sassenberg,Germany,52,8.05,14507
Walldorf,Germany,49.306389,8.645278,14488
Münsingen,Germany,48.416667,9.5,14466
Isny,Germany,47.7,10.033333,14461
Schriesheim,Germany,49.477778,8.672778,14448
Bissendorf,Germany,52.233333,8.166667,14431
Schiffdorf,Germany,53.533333,8.65,14424
Langenau,Germany,48.5,10.1,14411
Kalkar,Germany,51.733333,6.3,14405
Murrhardt,Germany,48.966667,9.566667,14381
Malsch,Germany,48.883333,8.333333,14364
Grünberg,Germany,50.6,8.95,14360
Petersberg,Germany,50.566667,9.716667,14350
Hagen,Germany,52.2,7.983333,14349
Rotenburg,Germany,50.983333,9.716667,14346
Brühl,Germany,49.397222,8.533611,14344
Pegnitz,Germany,49.756389,11.545,14337
Aldenhoven,Germany,50.9,6.283333,14335
Sandhausen,Germany,49.342778,8.659167,14329
Neunkirchen,Germany,50.8,8,14295
Bad Wurzach,Germany,47.9,9.9,14288
Immenstadt,Germany,47.566667,10.216667,14282
Langerwehe,Germany,50.816667,6.35,14222
Mindelheim,Germany,48.05,10.483333,14221
Uhingen,Germany,48.7,9.583333,14220
Kelsterbach,Germany,50.066667,8.533333,14146
Ritterhude,Germany,53.183333,8.75,14143
Bargteheide,Germany,53.733333,10.266667,14123
Melsungen,Germany,51.133333,9.55,14122
Wennigsen,Germany,52.266667,9.583333,14122
Neckargemünd,Germany,49.392222,8.794167,14111
Breisach,Germany,48.032791,7.582937,14083
Jever,Germany,53.583333,7.9,14079
Schwalbach,Germany,50.15,8.533333,14074
Belm,Germany,52.3,8.133333,14073
Neuenkirchen,Germany,52.25,7.366667,14068
Steinheim,Germany,51.85,9.1,14059
Füssen,Germany,47.566667,10.7,14002
Grenzach-Wyhlen,Germany,47.552573,7.660567,13994
Raunheim,Germany,50.016667,8.45,13993
Linnich,Germany,50.983333,6.266667,13983
Solms,Germany,50.766667,9.6,13982
Rödental,Germany,50.283333,11.066667,13973
Schleiden,Germany,50.533333,6.466667,13972
